revision	construction	test_type	accuracy	delta_surps	delta_surps_and
step256	never mind	Avg_Test	0.33446136491821776	0.005397519618861096	0.11597442214572803
step256	never mind	Avg_Control	0.031302876480541454	0.09038082960293378	0.22533644704716527
step512	let alone	NPI	0.9357021996615905	0.0334727200692613	-0.004543286424132296
step512	let alone	Pseudocleft	0.029892836999435984	0.2196997229957473	0.34221143286845407
step512	let alone	CP Conjunction	0.1692047377326565	-0.46363352492107085	-0.4232211181556715
step512	let alone	VP Conjunction	0.0005640157924421884	0.033083359534903156	0.22099341582391333
step512	let alone	VP Gap Conjunction	0.012972363226170333	0.19297942184689215	0.34295531335821006
step512	let alone	Avg_Test	0.37826659146456104	-0.07015369395202074	-0.028517657237116568
step512	let alone	Avg_Control	0.006768189509306261	0.11303139069089765	0.2819743645910617
step512	much less	NPI	0.9035532994923858	0.028555239383204804	-0.004543286424132296
step512	much less	Pseudocleft	0.09306260575296109	0.24532710907490188	0.34221143286845407
step512	much less	CP Conjunction	0.9605188945290468	-0.3448798066132229	-0.4232211181556715
step512	much less	VP Conjunction	0.9706711787930062	0.30435193196838345	0.22099341582391333
step512	much less	VP Gap Conjunction	0.11223914269599548	0.2611058442792984	0.34295531335821006
step512	much less	Avg_Test	0.6523782665914646	-0.023665819385038728	-0.028517657237116568
step512	much less	Avg_Control	0.5414551607445008	0.2827288881238409	0.2819743645910617
step512	not to mention	NPI	0.9120135363790186	0.046049718324303025	-0.004543286424132296
step512	not to mention	Pseudocleft	0.494077834179357	0.33397247693125837	0.34221143286845407
step512	not to mention	CP Conjunction	1.0	-0.25304369757018114	-0.4232211181556715
step512	not to mention	VP Conjunction	0.9892836999435984	0.4013188435274265	0.22099341582391333
step512	not to mention	VP Gap Conjunction	0.13254371122391426	0.18566912496688334	0.34295531335821006
step512	not to mention	Avg_Test	0.8020304568527918	0.042326165895126756	-0.028517657237116568
step512	not to mention	Avg_Control	0.5609137055837563	0.29349398424715495	0.2819743645910617
step512	never mind	NPI	0.975747320924986	0.0855963365949619	-0.004543286424132296
step512	never mind	Pseudocleft	0.2622673434856176	0.2709639496004521	0.34221143286845407
step512	never mind	CP Conjunction	0.577552171460801	-0.4123552056671332	-0.4232211181556715
step512	never mind	VP Conjunction	0.8990411731528483	0.31345250952129505	0.22099341582391333
step512	never mind	VP Gap Conjunction	0.0	0.12904369528523557	0.34295531335821006
step512	never mind	Avg_Test	0.6051889452904682	-0.01859830649057307	-0.028517657237116568
step512	never mind	Avg_Control	0.44952058657642413	0.2212481024032653	0.2819743645910617
step1000	let alone	NPI	0.8950930626057529	0.03279610602652629	-0.03323997835351866
step1000	let alone	Pseudocleft	0.9644670050761421	0.4452888037750967	0.2565028731996436
step1000	let alone	CP Conjunction	1.0	-0.4345199830506524	-0.636895935883713
step1000	let alone	VP Conjunction	0.3513818386914834	0.062297456357281414	0.10101630172686461
step1000	let alone	VP Gap Conjunction	0.21150592216582065	0.4260504541596113	0.4932289235146787
step1000	let alone	Avg_Test	0.9531866892272983	0.014521642250323524	-0.13787768034586267
step1000	let alone	Avg_Control	0.281443880428652	0.24417395525844637	0.29712261262077166
step1000	much less	NPI	0.9684151156232375	0.045722909250705865	-0.03323997835351866
